received_at,topic,filename,qos,dup,retain,payload_bytes,header_bytes_est,app_total_bytes,app_over_file_ratio,ack_topic
2025-10-06 19:35:35.479,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:36.020,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:36.530,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:37.037,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:37.527,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:38.045,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:38.530,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:39.020,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:39.632,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:40.215,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:40.695,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:41.219,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:41.736,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:42.251,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:42.868,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:43.371,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:43.877,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:44.430,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:45.050,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:45.625,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:46.109,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:46.589,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:47.063,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:47.577,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:48.069,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:48.552,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:49.031,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:49.577,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:50.068,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:50.556,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:51.155,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:51.658,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:52.126,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:52.600,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:53.080,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:53.558,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:54.035,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:54.526,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:55.093,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:55.652,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:56.219,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:56.786,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:57.295,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:57.908,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:58.412,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:58.923,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:35:59.441,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
2025-10-06 19:36:00.004,fileTransfer/100B,100B,2,False,False,100,23,123,1.230000,fileAck/100B
